Chemical_Group,Analyte,Matrix,Cycle,Ages,File,Variable,Weights,LOD,Units,LOD_Code,NA_Code,NS_Code,UL_Code,Convert_Units,Convert_Factor
pesticides: pyrethroids,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (cis-DCCA)",urine,2,3-79,EU,LAB_CDCC,WGT_EU,0.007,µg/L,999.995,999.996,999.999,,,
pesticides: pyrethroids,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (cis-DCCA)",urine,5,3-79,EU,LAB_CDCC,WGT_EU,0.0045,µg/L,99.9995,99.9996,99.9999,,,
pesticides: pyrethroids,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (cis-DCCA)",urine,6,3-79,EU,LAB_CDCC,WGT_EU,0.0042,µg/L,999.9995,999.9996,999.9999,,,
pesticides: pyrethroids,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (trans-DCCA)",urine,1,6-79,HCLS,LAB_TDCC,WGT_FULL,0.01,µg/L,999.995,999.996,999.999,,,
pesticides: pyrethroids,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (trans-DCCA)",urine,2,3-79,EU,LAB_TDCC,WGT_EU,0.01,µg/L,9999.995,9999.996,9999.999,,,
pesticides: pyrethroids,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (trans-DCCA)",urine,5,3-79,EU,LAB_TDCC,WGT_EU,0.0094,µg/L,999.9995,999.9996,999.9999,,,
pesticides: pyrethroids,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (trans-DCCA)",urine,6,3-79,EU,LAB_TDCC,WGT_EU,0.0094,µg/L,999.9995,999.9996,999.9999,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic acid (CHDA)",urine,4,3-79,HECS_ABC,LAB_CHDA,WGT_HECS,0.3,µg/L,999.95,999.96,999.99,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic acid (CHDA)",urine,5,3-79,EU,LAB_CHDA,WGT_EU,0.3,µg/L,99.95,99.96,99.99,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic acid (CHDA)",urine,6,3-79,EU,LAB_CHDA,WGT_EU,0.3,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: DINCH,"cis-cyclohexane-1,2-dicarboxylic mono carboxyisononyl ester (cis-cx-MINCH)",urine,5,3-79,EU,LAB_CHDC,WGT_EU,0.059,µg/L,99.995,99.996,99.999,,,
plasticizers: DINCH,"cis-cyclohexane-1,2-dicarboxylic mono carboxyisononyl ester (cis-cx-MINCH)",urine,6,3-79,EU,LAB_CHDC,WGT_EU,0.059,µg/L,999.995,999.996,999.999,,,
plasticizers: DINCH,"trans-cyclohexane-1,2-diarboxylic mono carboxyisononyl ester (trans-cx-MINCH)",urine,5,3-79,EU,LAB_CHDT,WGT_EU,0.33,µg/L,99.95,99.96,99.99,,,
plasticizers: DINCH,"trans-cyclohexane-1,2-diarboxylic mono carboxyisononyl ester (trans-cx-MINCH)",urine,6,3-79,EU,LAB_CHDT,WGT_EU,0.33,µg/L,999.95,999.96,999.99,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester (OH-MINCH)",urine,5,3-79,EU,LAB_CHDH,WGT_EU,0.078,µg/L,99.995,99.996,99.999,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester (OH-MINCH)",urine,6,3-79,EU,LAB_CHDH,WGT_EU,0.071,µg/L,999.995,999.996,999.999,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic mono oxoisononyl ester (oxo-MINCH)",urine,5,3-79,EU,LAB_CHDO,WGT_EU,0.047,µg/L,99.995,99.996,99.999,,,
plasticizers: DINCH,"cyclohexane-1,2-dicarboxylic mono oxoisononyl ester (oxo-MINCH)",urine,6,3-79,EU,LAB_CHDO,WGT_EU,0.047,µg/L,999.995,999.996,999.999,,,
plasticizers: DINCH,"trans-cyclohexane-1,2-dicarboxylic mono isononyl ester (trans-MINCH)",urine,5,3-79,EU,LAB_MINC,WGT_EU,0.017,µg/L,9.995,9.996,9.999,,,
plasticizers: DINCH,"trans-cyclohexane-1,2-dicarboxylic mono isononyl ester (trans-MINCH)",urine,6,3-79,EU,LAB_MINC,WGT_EU,0.017,µg/L,99.995,99.996,99.999,,,
plasticizers: phthalates,mono-benzyl phthalate (MBzP),urine,1,6-49,PHTH,LAB_MBZP,WGT_PHTH,0.2,µg/L,9999.999995,9999.999996,9999.999999,,,
plasticizers: phthalates,mono-benzyl phthalate (MBzP),urine,2,3-79,EU,LAB_MBZP,WGT_EU,0.05,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-benzyl phthalate (MBzP),urine,5,3-79,EU,LAB_MBZP,WGT_EU,0.37,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-benzyl phthalate (MBzP),urine,6,3-79,EU,LAB_MBZP,WGT_EU,0.14,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono(2-carboxymethylhexyl) phthalate (MCMHP),urine,5,3-79,EU,LAB_MCMH,WGT_EU,0.27,µg/L,999.95,999.96,999.99,,,
plasticizers: phthalates,mono(2-carboxymethylhexyl) phthalate (MCMHP),urine,6,3-79,EU,LAB_MCMH,WGT_EU,0.27,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),urine,5,3-79,EU,LAB_MECP,WGT_EU,0.28,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),urine,6,3-79,EU,LAB_MECP,WGT_EU,0.28,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),urine,1,6-49,PHTH,LAB_MEHH,WGT_PHTH,0.4,µg/L,9999.999995,9999.999996,9999.999999,,,
plasticizers: phthalates,mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),urine,2,3-79,EU,LAB_MEHH,WGT_EU,0.4,µg/L,99999.5,99999.6,99999.9,,,
plasticizers: phthalates,mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),urine,5,3-79,EU,LAB_MEHH,WGT_EU,0.22,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),urine,6,3-79,EU,LAB_MEHH,WGT_EU,0.22,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP),urine,1,6-49,PHTH,LAB_MEOH,WGT_PHTH,0.2,µg/L,9999.999995,9999.999996,9999.999999,,,
plasticizers: phthalates,mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP),urine,2,3-79,EU,LAB_MEOH,WGT_EU,0.1,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP),urine,5,3-79,EU,LAB_MEOH,WGT_EU,0.17,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP),urine,6,3-79,EU,LAB_MEOH,WGT_EU,0.17,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-2-ethylhexyl phthalate (MEHP),urine,1,6-49,PHTH,LAB_MEHP,WGT_PHTH,0.2,µg/L,9999.999995,9999.999996,9999.999999,,,
plasticizers: phthalates,mono-2-ethylhexyl phthalate (MEHP),urine,2,3-79,EU,LAB_MEHP,WGT_EU,0.08,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-2-ethylhexyl phthalate (MEHP),urine,5,3-79,EU,LAB_MEHP,WGT_EU,0.11,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-2-ethylhexyl phthalate (MEHP),urine,6,3-79,EU,LAB_MEHP,WGT_EU,0.077,µg/L,9999.995,9999.996,9999.999,,,
plasticizers: phthalates,mono-cyclohexyl phthalate (MCHP),urine,1,6-49,PHTH,LAB_MCHP,WGT_PHTH,0.2,µg/L,999.999995,999.999996,999.999999,,,
plasticizers: phthalates,mono-cyclohexyl phthalate (MCHP),urine,2,3-79,EU,LAB_MCHP,WGT_EU,0.09,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-cyclohexyl phthalate (MCHP),urine,5,3-79,EU,LAB_MCHP,WGT_EU,0.25,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-cyclohexyl phthalate (MCHP),urine,6,3-79,EU,LAB_MCHP,WGT_EU,0.25,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-ethyl phthalate (MEP),urine,1,6-49,PHTH,LAB_MEP,WGT_PHTH,0.5,µg/L,99999.999995,99999.999996,99999.999999,,,
plasticizers: phthalates,mono-ethyl phthalate (MEP),urine,2,3-79,EU,LAB_MEP,WGT_EU,0.3,µg/L,999999.5,999999.6,999999.9,,,
plasticizers: phthalates,mono-ethyl phthalate (MEP),urine,5,3-79,EU,LAB_MEP,WGT_EU,0.98,µg/L,999999.5,999999.6,999999.9,,,
plasticizers: phthalates,mono-ethyl phthalate (MEP),urine,6,3-79,EU,LAB_MEP,WGT_EU,0.76,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-isobutyl phthalate (MiBP),urine,2,3-79,EU,LAB_MIBP,WGT_EU,0.1,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-isobutyl phthalate (MiBP),urine,5,3-79,EU,LAB_MIBP,WGT_EU,0.57,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-isobutyl phthalate (MiBP),urine,6,3-79,EU,LAB_MIBP,WGT_EU,0.57,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,monocarboxyisononyl phthalate (MCiNP),urine,5,3-79,EU,LAB_MCIN,WGT_EU,0.077,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,monocarboxyisononyl phthalate (MCiNP),urine,6,3-79,EU,LAB_MCIN,WGT_EU,0.075,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,monohydroxyisodecyl phthalate (MHiDP),urine,5,3-79,EU,LAB_MHID,WGT_EU,0.067,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,monohydroxyisodecyl phthalate (MHiDP),urine,6,3-79,EU,LAB_MHID,WGT_EU,0.065,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,monoisodecyl phthalate (MIDP),urine,5,3-79,EU,LAB_MIDP,WGT_EU,0.16,µg/L,9.95,9.96,9.99,,,
plasticizers: phthalates,monoisodecyl phthalate (MIDP),urine,6,3-79,EU,LAB_MIDP,WGT_EU,0.16,µg/L,99.95,99.96,99.99,,,
plasticizers: phthalates,monooxoisodecyl phthalate (MOiDP),urine,5,3-79,EU,LAB_MOID,WGT_EU,0.097,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,monooxoisodecyl phthalate (MOiDP),urine,6,3-79,EU,LAB_MOID,WGT_EU,0.097,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(carboxyisooctyl) phthalate (MCIOP),urine,5,3-79,EU,LAB_MCIO,WGT_EU,0.3,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(carboxyisooctyl) phthalate (MCIOP),urine,6,3-79,EU,LAB_MCIO,WGT_EU,0.13,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(hydroxyisononyl) phthalate (MHINP),urine,5,3-79,EU,LAB_MHIN,WGT_EU,0.065,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(hydroxyisononyl) phthalate (MHINP),urine,6,3-79,EU,LAB_MHIN,WGT_EU,0.065,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono(oxoisononyl) phthalate (MOINP),urine,5,3-79,EU,LAB_MOIN,WGT_EU,0.15,µg/L,999.95,999.96,999.99,,,
plasticizers: phthalates,mono(oxoisononyl) phthalate (MOINP),urine,6,3-79,EU,LAB_MOIN,WGT_EU,0.15,µg/L,999.995,999.996,999.999,,,
plasticizers: phthalates,mono-isononyl phthalate (MiNP),urine,1,6-49,PHTH,LAB_MNP,WGT_PHTH,0.4,µg/L,99.999995,99.999996,99.999999,,,
plasticizers: phthalates,mono-isononyl phthalate (MiNP),urine,2,3-79,EU,LAB_MNP,WGT_EU,0.3,µg/L,99.5,99.6,99.9,,,
plasticizers: phthalates,mono-isononyl phthalate (MiNP),urine,5,3-79,EU,LAB_MNP,WGT_EU,0.37,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-isononyl phthalate (MiNP),urine,6,3-79,EU,LAB_MNP,WGT_EU,0.15,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-methyl phthalate (MMP),urine,1,6-49,PHTH,LAB_MMP,WGT_PHTH,5,µg/L,99999.99995,99999.99996,99999.99999,,,
plasticizers: phthalates,mono-methyl phthalate (MMP),urine,2,3-79,EU,LAB_MMP,WGT_EU,5,µg/L,999995,999996,999999,,,
plasticizers: phthalates,mono-methyl phthalate (MMP),urine,5,3-79,EU,LAB_MMP,WGT_EU,0.21,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-methyl phthalate (MMP),urine,6,3-79,EU,LAB_MMP,WGT_EU,0.21,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-3-hydroxy-n-butyl phthalate (3OH-MBP),urine,5,3-79,EU,LAB_MHNB,WGT_EU,0.079,µg/L,9999.995,9999.996,9999.999,,,
plasticizers: phthalates,mono-3-hydroxy-n-butyl phthalate (3OH-MBP),urine,6,3-79,EU,LAB_MHNB,WGT_EU,0.068,µg/L,9999.995,9999.996,9999.999,,,
plasticizers: phthalates,mono-n-butyl phthalate (MnBP),urine,1,6-49,PHTH,LAB_MBP,WGT_PHTH,0.2,µg/L,99999.999995,99999.999996,99999.999999,,,
plasticizers: phthalates,mono-n-butyl phthalate (MnBP),urine,2,3-79,EU,LAB_MBP,WGT_EU,0.2,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-n-butyl phthalate (MnBP),urine,5,3-79,EU,LAB_MBP,WGT_EU,0.6,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-n-butyl phthalate (MnBP),urine,6,3-79,EU,LAB_MBP,WGT_EU,0.6,µg/L,99999.95,99999.96,99999.99,,,
plasticizers: phthalates,mono-carboxy-n-heptyl phthalate (MCHpP),urine,5,3-79,EU,LAB_MCNH,WGT_EU,0.083,µg/L,9.95,9.96,9.99,,,
plasticizers: phthalates,mono-carboxy-n-heptyl phthalate (MCHpP),urine,6,3-79,EU,LAB_MCNH,WGT_EU,0.083,µg/L,9.995,9.996,9.999,,,
plasticizers: phthalates,mono-n-octyl phthalate (MOP),urine,1,6-49,PHTH,LAB_MOP,WGT_PHTH,0.6,µg/L,9.999995,9.999996,9.999999,,,
plasticizers: phthalates,mono-n-octyl phthalate (MOP),urine,2,3-79,EU,LAB_MOP,WGT_EU,0.3,µg/L,99.5,99.6,99.9,,,
plasticizers: phthalates,mono-n-octyl phthalate (MOP),urine,5,3-79,EU,LAB_MOP,WGT_EU,0.16,µg/L,99.5,99.6,99.9,,,
plasticizers: phthalates,mono-n-octyl phthalate (MOP),urine,6,3-79,EU,LAB_MOP,WGT_EU,0.16,µg/L,99.95,99.96,99.99,,,
plasticizers: phthalates,mono-3-carboxypropyl phthalate (MCPP),urine,1,6-49,PHTH,LAB_MCPP,WGT_PHTH,0.156,µg/L,999.999995,999.999996,999.999999,,,
plasticizers: phthalates,mono-3-carboxypropyl phthalate (MCPP),urine,2,3-79,EU,LAB_MCPP,WGT_EU,0.06,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-3-carboxypropyl phthalate (MCPP),urine,5,3-79,EU,LAB_MCPP,WGT_EU,0.14,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: phthalates,mono-3-carboxypropyl phthalate (MCPP),urine,6,3-79,EU,LAB_MCPP,WGT_EU,0.14,µg/L,9999.95,9999.96,9999.99,,,
plasticizers: TEHT,1-mono(2-ethylhexyl)trimellitate (1-MEHTM),urine,5,3-79,EU,LAB_1MEH,WGT_EU,0.22,µg/L,9.95,9.96,9.99,,,
plasticizers: TEHT,1-mono(2-ethylhexyl)trimellitate (1-MEHTM),urine,6,3-79,EU,LAB_1MEH,WGT_EU,0.22,µg/L,9.95,9.96,9.99,,,
plasticizers: TEHT,2-mono(2-ethylhexyl)trimellitate (2-MEHTM),urine,5,3-79,EU,LAB_2MEH,WGT_EU,0.16,µg/L,99.95,99.96,99.99,,,
plasticizers: TEHT,2-mono(2-ethylhexyl)trimellitate (2-MEHTM),urine,6,3-79,EU,LAB_2MEH,WGT_EU,0.16,µg/L,99.95,99.96,99.99,,,
plasticizers: TEHT,4-mono(2-ethylhexyl)trimellitate (4-MEHTM),urine,5,3-79,EU,LAB_4MEH,WGT_EU,0.098,µg/L,9.995,9.996,9.999,,,
plasticizers: TEHT,4-mono(2-ethylhexyl)trimellitate (4-MEHTM),urine,6,3-79,EU,LAB_4MEH,WGT_EU,0.098,µg/L,9.995,9.996,9.999,,,
plasticizers: TXIB,"2,2,4-trimethyl-1,3-pentanediol (TMPD)",urine,4,3-79,HECS_ABC,LAB_TMPD,WGT_HECS,1.7,µg/L,9999.5,9999.6,9999.9,,,
plasticizers: TXIB,"2,2,4-trimethyl-1,3-pentanediol (TMPD)",urine,5,3-79,EU,LAB_TMPD,WGT_EU,1.7,µg/L,9999.5,9999.6,9999.9,,,
plasticizers: TXIB,"2,2,4-trimethyl-1,3-pentanediol (TMPD)",urine,6,3-79,EU,LAB_TMPD,WGT_EU,1.7,µg/L,9999.5,9999.6,9999.9,,,
plasticizers: TXIB,"2,2,4-trimethyl-3-hydroxy valeric acid (HTMV)",urine,4,3-79,HECS_ABC,LAB_HTMV,WGT_HECS,0.42,µg/L,999.95,999.96,999.99,,,
plasticizers: TXIB,"2,2,4-trimethyl-3-hydroxy valeric acid (HTMV)",urine,5,3-79,EU,LAB_HTMV,WGT_EU,0.42,µg/L,999.95,999.96,999.99,,,
plasticizers: TXIB,"2,2,4-trimethyl-3-hydroxy valeric acid (HTMV)",urine,6,3-79,EU,LAB_HTMV,WGT_EU,0.42,µg/L,999.95,999.96,999.99,,,
polychlorinated biphenyls (PCBs),"2,4,4'-trichlorobiphenyl (PCB 28)",plasma,1,20-79,PBDE,PCB_028,WGT_PBDE,0.05,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',5,5'-tetrachlorobiphenyl (PCB 52)",plasma,1,20-79,PBDE,PCB_052,WGT_PBDE,0.3,µg/L,9.995,9.996,9.999,,,
polychlorinated biphenyls (PCBs),"2,3',4,4'-tetrachlorobiphenyl (PCB 66)",plasma,1,20-79,PBDE,PCB_066,WGT_PBDE,0.03,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,4,4',5-tetrachlorobiphenyl (PCB 74)",plasma,1,20-79,PBDE,PCB_074,WGT_PBDE,0.03,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',4,4',5-pentachlorobiphenyl (PCB 99)",plasma,1,20-79,PBDE,PCB_099,WGT_PBDE,0.03,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',4,5,5'-pentachlorobiphenyl (PCB 101)",plasma,1,20-79,PBDE,PCB_101,WGT_PBDE,0.03,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,3,3',4,4'-pentachlorobiphenyl (PCB 105)",plasma,1,20-79,PBDE,PCB_105,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,3',4,4',5-pentachlorobiphenyl (PCB 118)",plasma,1,20-79,PBDE,PCB_118,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',4,4'-hexachlorobiphenyl (PCB 128)",plasma,1,20-79,PBDE,PCB_128,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4,4',5'-hexachlorobiphenyl (PCB 138)",plasma,1,20-79,PBDE,PCB_138,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4',5,5'-hexachlorobiphenyl (PCB 146)",plasma,1,20-79,PBDE,PCB_146,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',4,4',5,5'-hexachlorobiphenyl (PCB 153)",plasma,1,20-79,PBDE,PCB_153,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,3,3',4,4',5-hexachlorobiphenyl (PCB 156)",plasma,1,20-79,PBDE,PCB_156,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,3,3',4',5,6-hexachlorobiphenyl (PCB 163)",plasma,1,20-79,PBDE,PCB_163,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,3',4,4',5,5'-hexachlorobiphenyl (PCB 167)",plasma,1,20-79,PBDE,PCB_167,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',4,4',5-heptachlorobiphenyl (PCB 170)",plasma,1,20-79,PBDE,PCB_170,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',5,5',6-heptachlorobiphenyl (PCB 178)",plasma,1,20-79,PBDE,PCB_178,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4,4',5,5'-heptachlorobiphenyl (PCB 180)",plasma,1,20-79,PBDE,PCB_180,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4,4',5',6-heptachlorobiphenyl (PCB 183)",plasma,1,20-79,PBDE,PCB_183,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4',5,5',6-heptachlorobiphenyl (PCB 187)",plasma,1,20-79,PBDE,PCB_187,WGT_PBDE,0.01,µg/L,9.9995,9.9996,9.9999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',4,4',5,5'-octachlorobiphenyl (PCB 194)",plasma,1,20-79,PBDE,PCB_194,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',4,5',6,6'-octachlorobiphenyl (PCB 201)",plasma,1,20-79,PBDE,PCB_201,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',3,4,4',5,5',6-octachlorobiphenyl (PCB 203)",plasma,1,20-79,PBDE,PCB_203,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polychlorinated biphenyls (PCBs),"2,2',3,3',4,4',5,5',6-nonachlorobiphenyl (PCB 206)",plasma,1,20-79,PBDE,PCB_206,WGT_PBDE,0.01,µg/L,9.99995,9.99996,9.99999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxybenzo[a]pyrene,urine,2,3-79,EU,LAB_3HBP,WGT_EU,0.002,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxybenzo[a]pyrene,urine,3,3-79,EU,LAB_3HBP,WGT_EU,0.0029,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxybenzo[a]pyrene,urine,4,3-79,EU,LAB_3HBP,WGT_EU,0.0029,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxychrysene,urine,2,3-79,EU,LAB_2HC,WGT_EU,0.004,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxychrysene,urine,3,3-79,EU,LAB_2HC,WGT_EU,0.0054,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxychrysene,urine,4,3-79,EU,LAB_2HC,WGT_EU,0.0054,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxychrysene,urine,2,3-79,EU,LAB_3HC,WGT_EU,0.003,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxychrysene,urine,3,3-79,EU,LAB_3HC,WGT_EU,0.0026,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxychrysene,urine,4,3-79,EU,LAB_3HC,WGT_EU,0.0026,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxychrysene,urine,2,3-79,EU,LAB_4HC,WGT_EU,0.003,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxychrysene,urine,3,3-79,EU,LAB_4HC,WGT_EU,0.0023,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxychrysene,urine,4,3-79,EU,LAB_4HC,WGT_EU,0.0023,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),6-hydroxychrysene,urine,2,3-79,EU,LAB_6HC,WGT_EU,0.006,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),6-hydroxychrysene,urine,3,3-79,EU,LAB_6HC,WGT_EU,0.0025,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),6-hydroxychrysene,urine,4,3-79,EU,LAB_6HC,WGT_EU,0.0025,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluoranthene,urine,2,3-79,EU,LAB_3HFT,WGT_EU,0.008,µg/L,9.995,9.996,9.999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluoranthene,urine,3,3-79,EU,LAB_3HFT,WGT_EU,0.008,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluoranthene,urine,4,3-79,EU,LAB_3HFT,WGT_EU,0.008,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyfluorene,urine,2,3-79,EU,LAB_2HF,WGT_EU,0.003,µg/L,999.995,999.996,999.999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyfluorene,urine,3,3-79,EU,LAB_2HF,WGT_EU,0.0064,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyfluorene,urine,4,3-79,EU,LAB_2HF,WGT_EU,0.0064,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluorene,urine,2,3-79,EU,LAB_3HF,WGT_EU,0.001,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluorene,urine,3,3-79,EU,LAB_3HF,WGT_EU,0.002,µg/L,99.9995,99.9996,99.9999,,,
